index,id,title,type,description,release_year,age_certification,runtime,imdb_id,imdb_score,imdb_votes,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,runtime_omdb_min,imdbVotes_clean,imdbRating_clean
600,tm254052,Kucch To Hai,MOVIE,"Indian film-makers have now come up with their very own ""I Know What You Did Last Summer', a story centering around a College Professor, who kills his wife, and hides her body in the College campus. When some students, who have been caught cheating in their exams, decide to change their marks, they break into the Professor's room, and this is where they find his wife's lifeless body. Afraid, they may get blamed for breaking and entering as well as this murder, they decide to run away, leave the city and try to forget this ever happened. Years the college friends meets at a mutual friends' wedding - and this is where they will find out that the killer of the woman is still at large, knows about them, and this time they are going to be his next victims",2003,,142,tt0348662,4.3,909.0,Kucch To Hai,2003,Not Rated,24 Jan 2003,143 min,"Horror, Mystery, Romance","Anurag Basu, Anil v Kumar","Rajeev Jhaveri, Anurag Prapanna, Umesh Shukla","Tusshar Kapoor, Esha Deol, Anita Hassanandani Reddy","A group of friends accidentally throw professor Bakshi off a cliff after seeing a corpse in his house. Years later, during a reunion, they are stalked by a mysterious killer.",Hindi,India,2 nominations total,https://m.media-amazon.com/images/M/MV5BMTU3NjU2MTEzNF5BMl5BanBnXkFtZTcwMjYwMDQzMg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.3/10'}]",,4.3,"1,040",tt0348662,movie,,,,,143.0,1040.0,4.3
601,tm166293,The Blue Umbrella,MOVIE,"Young Biniya lives a poor lifestyle in a small village in the mountainous and snowy region of Himachal Pradesh in India along with her widowed mom and wrestler brother. She entertains various tourists, and while doing so with some tourists from Japan, trades in her bear-tooth amulet with a blue umbrella...",2005,,90,tt0457802,7.3,2077.0,The Blue Umbrella,2005,,10 Aug 2007,90 min,"Comedy, Drama, Family",Vishal Bhardwaj,"Ruskin Bond, Minty Kunwar Tejpal, Abhishek Chaubey","Pankaj Kapur, Shreya Sharma, Deepak Dobriyal","In a small village when a little girl's prescious umbrella is stolen, things goes wrong for a greedy tea seller who was very much interested in buying that umbrella from her.",Hindi,India,2 wins & 2 nominations total,https://m.media-amazon.com/images/M/MV5BNmY0YmZiMDgtNGNhMi00Yjg2LThhYjQtYmE5YjI0ZTllYTA0XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}]",,7.3,"2,235",tt0457802,movie,,,,,90.0,2235.0,7.3
604,tm241875,Frank & Cindy,MOVIE,"Frank & Cindy is a deeply personal documentary about Frank Garcia, an '80s one-hit wonder musician, and his blonde bombshell wife Cindy, who makes him live in the basement.",2007,,73,tt0986354,7.0,344.0,Frank and Cindy,2007,,25 Mar 2007,73 min,"Documentary, Biography, Drama",G.J. Echternkamp,,"Cynthia Brown, Frank Garcia","""Frank and Cindy"" is a deeply-personal documentary about Frank Garcia, an '80s one-hit wonder musician, and his blonde bombshell wife Cindy, who makes him live in the basement.",English,United States,2 wins,https://m.media-amazon.com/images/M/MV5BMTE5OTMzNjQ4Ml5BMl5BanBnXkFtZTcwMDAyMzU0MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}]",,6.9,382,tt0986354,movie,,,,,73.0,382.0,6.9
606,tm85563,Ezra,MOVIE,"Ezra, jeune ex-soldat Sierra-LÃ©onais, essaie tant bien que mal de retrouver des repÃ¨res pour revenir Ã  une vie normale aprÃ¨s la guerre civile qui a ravagÃ© son pays. Son quotidien est partagÃ© entre un centre de rÃ©habilitation psychologique et un tribunal de rÃ©conciliation nationale organisÃ© sous l'Ã©gide de l'ONU. Durant le procÃ¨s en rÃ©habilitation auquel Ezra participe, il doit affronter sa soeur qui l'accuse du meurtre de leurs parents. Ezra, qui a traversÃ© cette violente guerre civile complÃ¨tement droguÃ© et alcoolisÃ©, ne se souvient de rien. Ezra reconnaÃ®tra-t-il l'horreur et par ce fait, permettra-t-il Ã  sa soeur et Ã  sa communautÃ© villageoise d'accÃ©der au pardon ?",2007,,105,tt0923688,6.4,274.0,Ezra,2007,Not Rated,13 Feb 2008,110 min,Drama,Newton I. Aduaka,"Newton I. Aduaka, Alain-Michel Blanc","Mamoudu Turay Kamara, Mariame N'Diaye, Mamusu Kallon","Ezra is the first film to give an African perspective on the disturbing phenomenon of abducting child soldiers into the continent's recent civil wars. Ezra is structured around the week-long questioning of a 16 year old boy, Ezra,...",English,"France, Nigeria, United States, United Kingdom, Austria",8 wins & 4 nominations,https://m.media-amazon.com/images/M/MV5BZGIwYzJjZjItMmVhYi00NWViLTkyOGYtMjdhOGVlZmIyYjFjXkEyXkFqcGdeQXVyMTQ2MzQxMjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",56.0,6.4,290,tt0923688,movie,,,,,110.0,290.0,6.4
610,tm21155,Falafel,MOVIE,Everything bad that can happen on the way to a party happens to young Tou on this nighttime trip though Beirut.,2006,,80,tt0922424,6.7,209.0,Falafel,2006,,30 Jul 2008,83 min,Drama,Michel Kammoun,Michel Kammoun,"Elie Mitri, Gabrielle Bou Rached, Caroline Azzam",Everything bad that can happen on the way to a party happens to young Tou on this nighttime trip through Beirut.,"Arabic, French","France, Lebanon",7 wins & 6 nominations,https://m.media-amazon.com/images/M/MV5BMjExODgzMDUyNl5BMl5BanBnXkFtZTcwMjk4OTk1MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]",,6.4,291,tt0922424,movie,,,,,83.0,291.0,6.4
613,tm160596,Zozo,MOVIE,A Lebanese boy gets separated from his family during the civil war and ends up in Sweden.,2005,,105,tt0448267,6.5,3210.0,Zozo,2005,,02 Sep 2005,105 min,"Drama, Family, War",Josef Fares,Josef Fares,"Imad Creidi, Antoinette Turk, Elias Gergi",A Lebanese boy gets separated from his family during the civil war and ends up in Sweden.,"Arabic, Swedish","Sweden, Czech Republic, United Kingdom, Denmark, Netherlands",6 wins & 3 nominations,https://m.media-amazon.com/images/M/MV5BNzgwZWY4ODItMjQzZS00MmUxLTliYWUtMTg5YjBjOTAxNTUwXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}]",,6.5,"3,405",tt0448267,movie,,,,,105.0,3405.0,6.5
614,tm76399,A Love Story,MOVIE,"Ian Montes is a picture of success. Despite being a son of a shipping tycoon, Ian refused to just ride in his father's empire. He built his own real estate company and earned his first million at a very young age. He never looked back since then. Driven by his ambition to become better, if not as good as his father, Ian managed to make it on his own. But behind all the glory is a man yearning for love and recognition.",2007,,117,tt0990433,6.4,142.0,A Love Story,2007,,15 Aug 2007,117 min,"Drama, Romance",Maryo J. de los Reyes,Vanessa R. Valdez,"Maricel Soriano, Aga Muhlach, Angelica Panganiban","What if you met the woman you wanted to make your wife after you married someone else? Ian Montes is a picture of success. Despite being a son of a shipping tycoon, Ian refused to just coast on his father's empire; he built his ow...","Filipino, Tagalog",Philippines,9 wins & 20 nominations,https://m.media-amazon.com/images/M/MV5BZWJhZGQ0ZmYtNmRmYi00YWNhLWJjNjQtMzVjNDc1MDFmMjFiXkEyXkFqcGdeQXVyNTI5NjIyMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}]",,6.5,160,tt0990433,movie,,,,,117.0,160.0,6.5
615,tm226362,Bosta,MOVIE,"After 15 years in France, Kamal returns to his native Beirut and reassembles his dance crew, striving to modernize traditional Dabke routines.",2005,,112,tt0497335,6.4,603.0,Bosta,2005,,15 Mar 2006,142 min,"Musical, War",Philippe Aractingi,Philippe Aractingi,"Rodney El Haddad, Nadine Labaki, Nada Abou Farhat","Fifteen years after a traumatic explosion in his native Beirut, Kamal Maf'ouss returns from France, where he was nationalized and become a composer-choreographer. He reassembles youth friends from his late pa's multicultural schoo...",Arabic,Lebanon,,https://m.media-amazon.com/images/M/MV5BMTI2MTQzMjMyNl5BMl5BanBnXkFtZTcwNDk3NDc0MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]",,6.4,628,tt0497335,movie,,,,,142.0,628.0,6.4
617,tm84316,Shootout at Lokhandwala,MOVIE,"On a calm summer day in 1991, in the bustling Lokhandwala Complex, five criminals including Maya and Dilip were counting 70 lakhs in flat no. 32 B, when 286 policemen, headed by ACP Khan, took strategic positions around their building. A gunfire ensued and the entire nation witnessed the most talked about daylight encounter lasting 6 hours that transformed suburban Mumbai into a war zone.",2007,PG-13,145,tt0811066,7.1,10139.0,Shootout at Lokhandwala,2007,Not Rated,25 May 2007,122 min,"Action, Crime, Drama",Apoorva Lakhia,"Apoorva Lakhia, Suresh Nair, Raj Vasant","Amitabh Bachchan, Sanjay Dutt, Suniel Shetty","An account of the gangster Maya Dolas and his gang which terrorized Mumbai City, and the ensuing standoff between Mumbai Police and the gang on 16 November 1991.",Hindi,India,3 wins & 8 nominations,https://m.media-amazon.com/images/M/MV5BYjUwNGIwNWYtNjY2OS00ZjAyLWFlMDUtNzM1ZDZkMmQwNGI1XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",,7.1,"11,047",tt0811066,movie,,"$289,232",,,122.0,11047.0,7.1
619,tm168869,Da Kath & Kim Code,MOVIE,"The squabbling mother and daughter, Kath and Kim, embark on an excursion into the unexplored crannies of life at Lagoon Court, Fountain Lakes.",2005,,90,tt0484275,7.3,904.0,Da Kath & Kim Code,2005,TV-14,27 Nov 2005,82 min,Comedy,Ted Emery,"Gina Riley, Jane Turner, Magda Szubanski","Jane Turner, Gina Riley, Glenn Robbins",Film adaptation of the Australian comedy series Kath and Kim.,English,Australia,2 nominations,https://m.media-amazon.com/images/M/MV5BZjJjZWUwZjktMmRhMy00NGFmLWEzZDItMzhmY2Y5NDA3YzFhXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}]",,7.3,"1,151",tt0484275,movie,,,,,82.0,1151.0,7.3
621,tm89012,The Student Cop,MOVIE,The film revolves in the context of romantic comedy and action through the character of a police officer under covered as student in a university and befriends key students to uncover a drug distribution network within the university.,2004,,110,tt0419482,6.3,2051.0,The Student Cop,2004,,08 Dec 2004,110 min,"Action, Comedy, Romance",Wael Ihsan,Belal Fadl,"Hassan Hosny, Ghadah Adel, Karim Abdel Aziz",The main themes in the movie are how money and lack of parental guidance can spoil and drive children to the dark side of the world. It also highlights the state of educational institutes these days that mainly concentrate on reve...,Arabic,Egypt,,https://m.media-amazon.com/images/M/MV5BMTk5OTYzNTI3Ml5BMl5BanBnXkFtZTgwMTgxODYxMzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}]",,6.2,"2,656",tt0419482,movie,,,,,110.0,2656.0,6.2
624,tm87672,Rabun,MOVIE,"It tells a story about a free-spirited older couple, Pak Atan and Mak Inom who decide to spend more time in the country after getting tired of city life. But they find that life in the old village isn't a good thing when they get cheated by a distant relative, Yem, out of some money. They cut him off and Yem plots revenge. Meanwhile, in the city, the couple's daughter Orked is being wooed by a young gentleman,",2003,,90,tt0368190,7.7,83.0,Rabun,2003,,24 Jan 2004,90 min,"Drama, Family, Romance",Yasmin Ahmad,Yasmin Ahmad,"M. Rajoli, Kartina Aziz, Yuhang Ho","An elderly couple move out of the city to a village, but this exuberant and affectionate pair find that life in the countryside isn't all that pleasant after all.",Malay,Malaysia,1 nomination,https://m.media-amazon.com/images/M/MV5BMGFhNzVlNGEtZGY5NC00YTBmLTk1NzAtODU4MjUxYWM1NmZiXkEyXkFqcGdeQXVyMTIwODA5Mjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}]",,7.6,96,tt0368190,movie,,,,,90.0,96.0,7.6
625,tm27275,Life's Speed Bump,MOVIE,"Seeking job opportunities, a young man arrives in Cairo and becomes increasingly involved with the family of a wealthy businessman.",2006,,110,tt1010422,6.6,2693.0,Life's Speed Bump,2006,,04 Jul 2007,110 min,"Comedy, Drama, Romance",Wael Ihsan,Tarek Al Amir,"Ahmed Helmy, Nour, Ezzat Abu Ouf","""Mimi"" recognized by the family of a businessman has a girl named (Mai) working as a secretary and there are many exciting Situations happened completely as cat and mouse.",Arabic,Egypt,,https://m.media-amazon.com/images/M/MV5BOTU2MzBjOTEtMmRkOC00MWY0LTg4MzMtYWM2ODU1YmJmNGJlXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}]",,6.6,"3,378",tt1010422,movie,,,,,110.0,3378.0,6.6
627,tm85369,Hattrick,MOVIE,"Despite cricket fever running wild, there are two people in India who dislike its influence over their lives. The first is Dr. Satyajit Chavan, who will not permit anyone in his home nor the hospital to view nor hear anything related to it; and the second is Kashmira, who is recently married to Sarabjeet Singh, and hates cricket as her husband is obsessed with it and has even neglected to be attentive leave alone take her for a honeymoon. Then there is Hemandra Patel, located in England for over 10 years, works as an airport Janitor, but has told everyone he is a Customs Officer, is awaiting word on his becoming a Citizen, but his fate rests with Immigration Officer, Cook, who hates all Patels, including Sardar Vallabhai Patel. Watch how the world cup influences them, and the shock that awaits Hemandra when he finds that his daughter is secretly seeing an English-African male by the name of Silver.",2007,PG,110,tt0979891,4.3,493.0,Hattrick,2007,,16 Mar 2007,110 min,"Comedy, Drama, Romance",Milan Luthria,Rajat Arora,"Nana Patekar, Danny Denzongpa, Paresh Rawal","Despite of cricket fever, there are two people in India who dislike it's influence over their lives. The first is Dr. Satyajit Chavan, who will not permit anyone in his home nor the hospital to view nor hear anything related to it...",Hindi,India,,https://m.media-amazon.com/images/M/MV5BMDFlZjE5NWQtNDJkZC00NmMxLTlhYzMtOWE1ZmVhMmIyYjlkXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.3/10'}]",,4.3,533,tt0979891,movie,,"$24,502",,,110.0,533.0,4.3
629,tm311516,Koi Aap Sa,MOVIE,"An emotional Mumbai-based football player, Rohan (Shivdasani), seeks the assistance of childhood friend, Simran (Reddy), to successfully woo fellow-collegian, Preeti (Sharma). Simran herself is about to be engaged to U.S-based Vicky (Malik). After the engagement ceremony, Vicky returns back to the U.S - not realising that back in India nothing is the same anymore...",2005,,142,tt0488840,5.5,261.0,Koi Aap Sa: But Lovers Have to Be Friends,2005,,14 Oct 2005,142 min,"Comedy, Drama, Romance",Partho Mitra,"Mahesh Pandey, Sameer, Dheeraj Sarna","Aftab Shivdasani, Anita Hassanandani Reddy, Dipannita Sharma","An emotional Mumbai-based football player, Rohan, seeks the assistance of childhood friend, Simran, to successfully woo fellow-collegian, Preeti. Simran herself is about to be engaged to U.S.-based Vicky. After the engagement cere...",Hindi,India,,https://m.media-amazon.com/images/M/MV5BMzdiNTA4ZDMtZDNjMi00N2NkLWJlZDItMjM2MTFjODc4MTkxXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}]",,5.6,309,tt0488840,movie,,,,,142.0,309.0,5.6
633,tm21956,Anthony Kaun Hai?,MOVIE,"Small-time crook, Champa Chaudhary alias 'Champ' forges passports, photographs, and deeds in Thailand. He is arrested by the Police, tried and sentenced to six months in jail, and this is where he meets a supposedly dumb and deaf inmate, Raghuvir Sharma, serving a life sentence of stealing diamonds. Champ finds out that Raghuvir is not deaf nor dumb, and offers him a share if he springs him out of prison, to which Champ agrees. As soon as Champ's term is over, he gets discharged and prepares forged release documents for Raghuvir and in this manner gets him legally out of jail. The two then hideout in a house deep in the country, where Raghuvir is re-united with his daughter, Jia.",2006,,127,tt0800981,5.2,664.0,Anthony Kaun Hai?,2006,,04 Aug 2006,127 min,"Mystery, Thriller",Raj Kaushal,Soumik Sen,"Sanjay Dutt, Arshad Warsi, Minissha Lamba","Two men, an assassin and his victim is a small time crook and a question lies between the men is WHO IS ANTHONY?",Hindi,India,,https://m.media-amazon.com/images/M/MV5BYTM0Y2E3ZDYtNmI1Ni00Y2M4LWI4OGItNWExOGM2ZmNlNzkyXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}]",,5.1,691,tt0800981,movie,,"$55,418",,,127.0,691.0,5.1
636,tm91125,Fida,MOVIE,Fida tells the story of Jai who one day happen to meet a young and beautiful woman called Neha and he falls in love with her at first sight.,2004,,122,tt0422236,5.4,2608.0,Fida,2004,Not Rated,20 Aug 2004,122 min,"Action, Crime, Drama",Ken Ghosh,"Lalit Mahajan, Sunny Mahajan, Kiran Kotrial","Kareena Kapoor, Fardeen Khan, Shahid Kapoor","A young man is hellbent to destroy his arch enemy and his lover, who destroyed his life.",Hindi,India,5 nominations,https://m.media-amazon.com/images/M/MV5BMWIwOWZkZjYtMmZkMy00OTk1LTg4ZWMtNmE3YTJiYzA2NjU5XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}]",,5.4,"2,922",tt0422236,movie,,"$98,297",,,122.0,2922.0,5.4
643,tm88343,Perazhagan,MOVIE,A hunchbacked phone booth operator loves a blind street dancer and wants to help her regain her sight. His lookalike is a constable in love with the commissioner's daughter.,2004,,148,tt0422934,6.4,1496.0,Perazhagan,2004,Not Rated,12 Oct 2021,143 min,"Comedy, Drama, Romance",Sasi Shankar,"Sasi Shankar, Singampuli","Suriya, Jyotika, Vivek","Chinna, a hunchbacked phone booth operator, loves a blind street dancer and wants to help her regain her sight. Kartik, his lookalike, is a constable in love with the commissioner's daughter.",Tamil,India,3 wins & 1 nomination,https://m.media-amazon.com/images/M/MV5BNGEyMjY4ZDQtNDBiMy00OGY1LTk2ZjAtZjExOTViM2RmMDA4XkEyXkFqcGdeQXVyMTY1MzAyNjU4._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]",,6.4,"1,671",tt0422934,movie,,,,,143.0,1671.0,6.4
653,tm252951,Brother's Shadow,MOVIE,"Jake Groden is the black sheep of his family. Ankle deep in fish guts, he serves out his parole in Alaska. Then, after a decade of self-imposed exile, he is forced to return to his Brooklyn family. He soon discovers that his perfect brother, Michael is dead, and he begins trying to take what Michael had- a beautiful wife, adoring son, control of the family furniture business and the love of their gruff father. For Jake, the price of a new life is his identity.",2006,,91,tt0468458,6.1,147.0,Brother's Shadow,2006,,29 Apr 2006,91 min,Drama,Todd S. Yellin,"Ivan Krim, Todd S. Yellin","Scott Cohen, Katie Danziger, Lisa Emery","Jake Groden is the black sheep of his family. Ankle deep in fish guts, he serves out his parole in Alaska. Then, after a decade of self-imposed exile, he is forced to return to his Brooklyn family. He soon discovers that his perfe...",English,United States,1 nomination total,https://m.media-amazon.com/images/M/MV5BMTI2NzczNDMxOV5BMl5BanBnXkFtZTcwNjM2ODIzMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}]",,6.1,170,tt0468458,movie,,,,,91.0,170.0,6.1
667,tm60292,Argo,MOVIE,"As the Iranian revolution reaches a boiling point, a CIA 'exfiltration' specialist concocts a risky plan to free six Americans who have found shelter at the home of the Canadian ambassador.",2012,R,120,tt1024648,7.7,600392.0,Argo,2012,R,12 Oct 2012,120 min,"Biography, Drama, History",Ben Affleck,"Chris Terrio, Tony Mendez, Joshuah Bearman","Ben Affleck, Bryan Cranston, John Goodman","Acting under the cover of a Hollywood producer scouting a location for a science fiction film, a CIA agent launches a dangerous operation to rescue six Americans in Tehran during the U.S. hostage crisis in Iran in 1979.","English, Persian, German, Arabic","United Kingdom, United States",Won 3 Oscars. 96 wins & 156 nominations total,https://m.media-amazon.com/images/M/MV5BM2QyMGUyZTEtMjE4Yi00M2RiLTgwN2QtZDMxZDNiMTFkMTFjXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '86/100'}]",86.0,7.7,"658,145",tt1024648,movie,,"$136,025,503",,,120.0,658145.0,7.7
686,tm176356,Sucker Punch,MOVIE,"A young girl is institutionalized by her abusive stepfather. Retreating to an alternative reality as a coping strategy, she envisions a plan which will help her escape from the mental facility.",2011,PG-13,110,tt0978764,6.0,241111.0,Sucker Punch,2011,PG-13,25 Mar 2011,110 min,"Action, Adventure, Fantasy",Zack Snyder,"Zack Snyder, Steve Shibuya","Emily Browning, Vanessa Hudgens, Abbie Cornish",A young girl institutionalized by her abusive stepfather retreats to an alternative reality as a coping strategy and envisions a plan to help her escape.,"English, German","United States, Canada",1 win & 11 nominations total,https://m.media-amazon.com/images/M/MV5BZDE1YWZiMzItZGEzOC00MTYyLWFiYWYtNGNlMmM0ZjAxM2RmXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '22%'}, {'Source': 'Metacritic', 'Value': '33/100'}]",33.0,6.1,"258,457",tt0978764,movie,,"$36,392,502",,,110.0,258457.0,6.1
696,tm278681,Puss in Boots,MOVIE,"Long before he even met Shrek, the notorious fighter, lover and outlaw Puss in Boots becomes a hero when he sets off on an adventure with the tough and street smart Kitty Softpaws and the mastermind Humpty Dumpty to save his town. This is the true story of The Cat, The Myth, The Legend... The Boots.",2011,PG,79,tt0448694,6.6,156144.0,Puss in Boots,2011,PG,15 Nov 2011,90 min,"Animation, Action, Adventure",Chris Miller,"Tom Wheeler, Brian Lynch, William Davies","Antonio Banderas, Salma Hayek, Zach Galifianakis","An outlaw cat, his childhood egg-friend, and a seductive thief kitty set out in search for the eggs of the fabled Golden Goose to clear his name, restore his lost honor, and regain the trust of his mother and town.","English, Spanish",United States,Nominated for 1 Oscar. 9 wins & 43 nominations total,https://m.media-amazon.com/images/M/MV5BOTQwMGU5YTEtYmQzMy00MTM0LWFhNzAtOGY2Yzc1MzBkYTYyXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",65.0,6.6,"207,030",tt0448694,movie,,"$149,260,504",,,90.0,207030.0,6.6
699,tm173624,Hall Pass,MOVIE,"When best buds Rick and Fred begin to show signs of restlessness at home, their wives take a bold approach to revitalize their marriages, they grant the guys a 'hall pass'â€”one week of freedom to do whatever they want. At first, it seems like a dream come true, but they quickly discover that their expectations of the single lifeâ€”and themselvesâ€”are completely and hilariously out of sync with reality.",2011,R,105,tt0480687,5.9,125098.0,Hall Pass,2011,R,25 Feb 2011,105 min,"Comedy, Romance","Bobby Farrelly, Peter Farrelly","Pete Jones, Peter Farrelly, Kevin Barnett","Owen Wilson, Jason Sudeikis, Christina Applegate","Rick and Fred, two husbands who are having difficulty in their marriages, are given a Hall Pass by their wives: for one week, they can do whatever they want.",English,United States,,https://m.media-amazon.com/images/M/MV5BMTc4MzIxNTYwNl5BMl5BanBnXkFtZTcwNzE4MjE0NA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '32%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",45.0,5.9,"134,621",tt0480687,movie,,"$45,060,734",,,105.0,134621.0,5.9
719,tm168921,The Smurfs,MOVIE,"When the evil wizard Gargamel chases the tiny blue Smurfs out of their village, they tumble from their magical world and into ours -- in fact, smack dab in the middle of Central Park. Just three apples high and stuck in the Big Apple, the Smurfs must find a way to get back to their village before Gargamel tracks them down.",2011,PG,103,tt0472181,5.4,89316.0,The Smurfs,2011,PG,29 Jul 2011,103 min,"Animation, Adventure, Comedy",Raja Gosnell,"J. David Stem, David N. Weiss, Jay Scherick","Hank Azaria, Neil Patrick Harris, Jayma Mays","When the evil wizard Gargamel chases the tiny blue Smurfs out of their village, they tumble from their magical world into New York City.",English,"United States, Belgium, Canada",2 wins & 8 nominations total,https://m.media-amazon.com/images/M/MV5BNzQxNDYyNTQtYjg1OC00OGJiLTk2YjMtZjZjZDgwOWFlOTJjXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '21%'}, {'Source': 'Metacritic', 'Value': '30/100'}]",30.0,5.4,"102,729",tt0472181,movie,,"$142,614,158",,,103.0,102729.0,5.4
720,tm178323,Jack and Jill,MOVIE,"Jack Sadelstein, a successful advertising executive in Los Angeles with a beautiful wife and kids, dreads one event each year: the Thanksgiving visit of his twin sister Jill. Jill's neediness and passive-aggressiveness is maddening to Jack, turning his normally tranquil life upside down.",2011,PG,91,tt0810913,3.3,83727.0,Jack and Jill,2011,PG,11 Nov 2011,91 min,Comedy,Dennis Dugan,"Ben Zook, Steve Koren, Adam Sandler","Adam Sandler, Katie Holmes, Al Pacino","Family guy, Jack Sadelstein, prepares for the annual event he always dreads--the Thanksgiving visit of his fraternal twin sister, the needy, and passive-aggressive Jill, who then refuses to leave.",English,United States,14 wins & 5 nominations total,https://m.media-amazon.com/images/M/MV5BNjczMTU5OTUyMl5BMl5BanBnXkFtZTcwODEzNjc3Ng@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '3%'}, {'Source': 'Metacritic', 'Value': '23/100'}]",23.0,3.3,"93,240",tt0810913,movie,,"$74,158,157",,,91.0,93240.0,3.3
745,tm183547,Escape from Planet Earth,MOVIE,Astronaut Scorch Supernova finds himself caught in a trap when he responds to an SOS from a notoriously dangerous alien planet.,2012,PG,89,tt0765446,5.8,25639.0,Escape from Planet Earth,2012,PG,15 Feb 2013,89 min,"Animation, Adventure, Comedy",Cal Brunker,"Bob Barlen, Cal Brunker, Stephen Fry","Brendan Fraser, Sarah Jessica Parker, Jessica Alba","Astronaut Scorch Supernova finds himself caught in a trap when he responds to an SOS from a notoriously dangerous alien planet, Earth.",English,"United States, Canada, Netherlands, Japan, United Kingdom",1 win total,https://m.media-amazon.com/images/M/MV5BMTQyMTk4NjkyMl5BMl5BanBnXkFtZTcwMzA2OTY4OA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '35%'}, {'Source': 'Metacritic', 'Value': '35/100'}]",35.0,5.8,"27,658",tt0765446,movie,,"$57,012,977",,,89.0,27658.0,5.8
